image_name,weather,scene,timeofday,category,x1,y1,x2,y2,width,height,area,aspect_ratio,occluded,truncated
0000f77c-62c2a288,clear,highway,dawn/dusk,person,656.977672,315.838956,666.771127,345.219323,9.793454999999994,29.38036699999998,287.73530209798463,0.3333333106424437,True,False
0000f77c-cb820c98,clear,residential,dawn/dusk,car,581.938239,301.360875,641.319692,350.350574,59.38145300000008,48.98969899999997,2909.079508652649,1.212121205317063,False,False
0000f77c-cb820c98,clear,residential,dawn/dusk,car,697.732074,299.876337,722.969191,331.0516,25.237117000000012,31.17526300000003,786.7737598367721,0.809523788139333,True,False
0000f77c-cb820c98,clear,residential,dawn/dusk,car,715.546509,302.845412,768.989817,344.412429,53.443308,41.567016999999964,2221.4788921722343,1.2857142960246593,True,False
0000f77c-cb820c98,clear,residential,dawn/dusk,car,760.082601,292.453655,864.000143,375.58769,103.91754200000003,83.13403499999998,8639.08457374197,1.249999978949657,True,False
0000f77c-cb820c98,clear,residential,dawn/dusk,car,801.649616,299.876337,896.659941,393.402127,95.01032499999997,93.52579000000003,8885.91570378175,1.01587300144698,True,False
0000f77c-cb820c98,clear,residential,dawn/dusk,car,853.311509,283.546439,1075.991958,436.45368,222.68044900000007,152.907241,34049.45308123122,1.4563106857705979,False,False
0000f77c-cb820c98,clear,residential,dawn/dusk,car,1135.373409,301.063972,1277.888896,538.589784,142.5154869999999,237.52581200000003,33851.10677225042,0.5999999991579857,False,True
0001542f-5ce3cf52,clear,city street,night,traffic sign,557.191711,315.18361,569.09375,327.08565,11.902038999999945,11.90204,141.65854425955933,0.9999999159807853,False,False
0001542f-5ce3cf52,clear,city street,night,traffic light,535.024959,324.755618,553.53924,335.335208,18.514280999999983,10.579589999999996,195.87350212478975,1.749999858217567,False,False
0001542f-5ce3cf52,clear,city street,night,traffic light,488.739255,324.755618,501.963741,336.657658,13.224486000000013,11.90204,157.39836135144014,1.1111108683889497,False,False
0001542f-5ce3cf52,clear,city street,night,car,490.628467,341.852989,513.110095,355.077477,22.481628,13.224488000000008,297.30801970646417,1.6999998790123283,True,False
0001542f-5ce3cf52,clear,city street,night,car,542.203967,343.175437,571.297838,364.334618,29.093870999999922,21.15918099999999,615.6024824796491,1.3749998641251726,True,False
0001542f-5ce3cf52,clear,city street,night,car,555.428455,340.53054,600.391709,374.914207,44.963254000000006,34.383667,1546.0015527724183,1.3076922249159755,True,False
0001542f-5ce3cf52,clear,city street,night,car,512.228456,342.955033,537.354981,362.791763,25.1265249999999,19.83672999999999,498.4280922632478,1.2666666834705074,False,False
0001542f-5ce3cf52,clear,city street,night,car,574.383545,340.310135,632.571287,383.950942,58.18774199999996,43.640806999999995,2539.360018387792,1.3333333180571103,False,False
0001542f-5ce3cf52,clear,city street,night,car,444.783572,333.697893,473.877443,346.92238,29.093871000000036,13.224486999999954,384.7515188191761,2.1999999697530903,False,False
0001542f-5ce3cf52,clear,city street,night,car,427.591739,328.408097,450.073367,342.955033,22.481628,14.546936000000017,327.03880369180837,1.5454545204570898,False,False
0001542f-5ce3cf52,clear,city street,night,car,309.452996,336.166461,354.069112,353.358294,44.616116000000034,17.191832999999974,767.0328153806274,2.5951924963440547,False,False
0001542f-5ce3cf52,clear,city street,night,car,363.673392,333.918296,413.926443,352.432578,50.25305100000003,18.51428199999998,930.3991575743815,2.714285706569668,False,False
0001542f-5ce3cf52,clear,city street,night,bus,261.497704,329.95095,325.32238,352.432578,63.82467600000001,22.481628,1434.8826230525283,2.8389703806147852,True,False
0001542f-7c670be8,clear,highway,night,car,539.581763,358.522485,560.295257,375.400149,20.71349399999997,16.87766399999998,349.5953919980151,1.2272725656820749,False,False
0001542f-7c670be8,clear,highway,night,car,471.303947,353.919487,521.936935,396.113643,50.632987999999955,42.19415600000002,2136.4161944181274,1.20000001895997,False,False
0001542f-7c670be8,clear,highway,night,person,695.316564,343.179158,712.961393,386.140482,17.644829000000072,42.96132400000005,758.0452155936,0.41071427407591193,False,False
0001542f-7c670be8,clear,highway,night,car,521.425492,342.156259,539.837487,352.129423,18.411995000000047,9.973163999999997,183.6258457021804,1.8461538384408451,False,False
0001542f-7c670be8,clear,highway,night,traffic light,616.554138,324.51143,628.061634,336.018927,11.50749600000006,11.507497,132.4224756975127,0.9999999131001346,False,False
0001542f-7c670be8,clear,highway,night,traffic light,531.142932,331.415928,541.883263,342.156259,10.740331000000083,10.74033099999997,115.35470998956156,1.0000000000000107,False,False
0001542f-7c670be8,clear,highway,night,traffic sign,757.34741,248.11728,778.315066,284.061836,20.967656000000034,35.944556000000034,753.673085280738,0.583333286965626,False,False
0001542f-7c670be8,clear,highway,night,traffic sign,594.099219,317.011007,615.066877,331.987905,20.96765800000003,14.976898000000006,314.03047516488454,1.4000000534156019,False,False
0001542f-ec815219,clear,city street,night,car,532.653294,351.551178,552.490037,365.877715,19.83674300000007,14.32653700000003,284.1918325489926,1.3846153470304812,True,False
0001542f-ec815219,clear,city street,night,car,552.490038,354.857302,564.612494,364.775674,12.122455999999943,9.918371999999977,120.23502816163115,1.2222223566528834,True,False
0001542f-ec815219,clear,city street,night,car,565.714534,353.755261,584.449236,369.183838,18.734702000000084,15.428576999999962,289.04979237905457,1.214285802248654,True,False
0001542f-ec815219,clear,city street,night,car,584.449236,355.959343,614.204352,380.204251,29.75511599999993,24.24490800000001,721.4100499493265,1.2272727947658089,True,False
0001542f-ec815219,clear,city street,night,car,607.592104,355.959343,624.122723,370.285882,16.530619,14.326539000000025,236.82655779764144,1.1538459498138365,True,False
0001542f-ec815219,clear,city street,night,car,408.122627,360.367509,433.469578,376.898127,25.34695099999999,16.530618000000004,419.00076444571795,1.533333539012273,True,False
0001542f-ec815219,clear,city street,night,car,100.653101,374.694046,140.326588,408.857326,39.67348699999998,34.163279999999986,1355.3764449573587,1.1612903386325901,True,False
0001542f-ec815219,clear,city street,night,car,134.816381,369.183839,189.918447,404.449161,55.10206599999998,35.265322000000026,1943.1921003552527,1.562500010633674,True,False
0001542f-ec815219,clear,city street,night,traffic sign,490.775725,336.409587,501.796138,350.449138,11.020412999999962,14.039551000000017,154.72165035456266,0.784954803754048,False,False
0001542f-ec815219,clear,city street,night,traffic sign,627.061506,321.428716,639.183961,336.857293,12.122454999999945,15.428577000000018,187.03223039653437,0.7857143921957243,False,False
0001542f-ec815219,clear,city street,night,car,987.429015,336.8573,1278.367921,549.551273,290.938906,212.69397300000003,61880.95181741354,1.3678756473273455,False,True
0004974f-05e1c285,rainy,highway,night,car,529.961256,303.197187,564.285467,325.039867,34.32421099999999,21.84268000000003,749.7327571254808,1.5714285518077427,False,False
0004974f-05e1c285,rainy,highway,night,car,576.766998,286.035082,622.555327,322.502539,45.78832900000009,36.467457000000024,1669.7839189093575,1.2555942411887964,False,False
0004974f-05e1c285,rainy,highway,night,car,235.085082,309.437954,314.654844,329.720443,79.56976200000003,20.282488999999998,1613.8728224976185,3.923076797921598,True,False
0004974f-05e1c285,rainy,highway,night,car,625.550705,292.548745,645.020673,304.530263,19.469967999999994,11.981517999999994,233.2797720514238,1.6250001043273485,False,False
0004974f-05e1c285,rainy,highway,night,car,643.522983,289.553363,661.495261,300.037192,17.972278000000074,10.483829000000014,188.41828929246304,1.7142856870328627,False,False
0004974f-05e1c285,rainy,highway,night,car,667.48602,285.060295,682.462918,297.041814,14.976897999999892,11.981518999999992,179.44598794806058,1.2499999374035882,False,False
00054602-3bf57337,clear,city street,daytime,car,1254.239661,250.586088,1278.710959,273.099682,24.471297999999933,22.513593999999983,550.93686782501,1.0869565294639296,False,True
00054602-3bf57337,clear,city street,daytime,car,1213.127881,244.712976,1255.218513,279.951644,42.09063200000014,35.23866799999999,1483.2178069581805,1.1944444665161622,True,False
00054602-3bf57337,clear,city street,daytime,car,1164.185286,248.628383,1219.000993,295.613273,54.8157070000002,46.98488999999998,2575.5099636672385,1.1666667092335479,True,False
00054602-3bf57337,clear,city street,daytime,car,1110.348432,253.522643,1192.571992,306.380645,82.2235599999999,52.85800200000003,4346.173098927117,1.5555555807803683,False,False
00054602-3bf57337,clear,city street,daytime,car,819.629416,259.395755,1036.934539,385.66765,217.3051230000001,126.27189499999997,27439.529674418092,1.7209302434243197,False,False
00067cfb-5443fe39,clear,city street,daytime,car,972.997572,328.324309,1279.367063,676.607542,306.3694909999999,348.28323299999994,106703.35681804435,0.879656159043407,False,True
00067cfb-5443fe39,clear,city street,daytime,car,0.232026,406.012223,106.780245,473.512176,106.54821899999999,67.499953,7191.9997747337065,1.5784932324323244,True,True
00067cfb-5443fe39,clear,city street,daytime,car,684.591111,384.209297,717.523337,445.084017,32.932226000000014,60.874720000000025,2004.7400367267217,0.540983613559126,True,False
00067cfb-5443fe39,clear,city street,daytime,car,664.632188,387.203136,701.556198,430.114824,36.92400999999995,42.91168800000003,1584.471596828879,0.8604651021884744,True,False
00067cfb-5443fe39,clear,city street,daytime,car,652.656832,385.207243,679.601381,420.135361,26.944548999999938,34.928117999999984,941.1223869287794,0.7714285951507593,True,False
00067cfb-5443fe39,clear,city street,daytime,car,634.6938,381.215458,662.636295,410.155898,27.942495000000008,28.940439999999967,808.6680999977993,0.9655172830820831,True,False
00067cfb-5443fe39,clear,city street,daytime,car,613.736929,384.209297,636.689693,404.168222,22.952764000000002,19.958925000000022,458.11249521870053,1.1500000125257235,True,False
00067cfb-5443fe39,clear,city street,daytime,car,703.552091,370.23805,814.324121,456.061427,110.77202999999997,85.823377,9506.829691745306,1.2906976382437152,False,False
00067cfb-5443fe39,clear,city street,daytime,car,353.272965,401.174383,399.178492,430.114824,45.905527000000006,28.94044100000002,1328.5261957174082,1.5862068929772,False,False
00067cfb-5443fe39,clear,city street,daytime,car,467.038834,391.194921,501.966952,416.143577,34.928117999999984,24.94865599999997,871.4096007094066,1.3999999839670731,False,False
00067cfb-5443fe39,clear,city street,daytime,car,542.882748,393.190812,562.841672,406.164113,19.958924000000025,12.973300999999992,258.93312868812416,1.5384614910268433,False,False
00067cfb-5443fe39,clear,city street,daytime,car,499.731683,392.192868,519.929984,411.074717,20.198301000000015,18.881849000000045,381.3812695385502,1.0697205024783307,True,False
00067cfb-5443fe39,clear,city street,daytime,car,526.915608,394.18876,536.89507,402.172329,9.979462000000012,7.983568999999989,79.67172345987798,1.2500000939429503,True,False
00067cfb-5443fe39,clear,city street,daytime,car,562.841672,388.201082,574.817028,397.182599,11.975356000000033,8.981516999999997,107.55686349505226,1.3333333333333375,True,False
00067cfb-5443fe39,clear,city street,daytime,traffic sign,481.010081,357.264748,501.966952,363.252426,20.95687099999998,5.987678000000017,125.48299543553821,3.499999665980689,False,False
00067cfb-5443fe39,clear,city street,daytime,traffic sign,611.741036,360.258587,626.710229,367.24421,14.969193000000018,6.985623000000032,104.56913891223961,2.1428572655581255,False,False
00067cfb-5443fe39,clear,city street,daytime,traffic light,581.80265,353.272965,587.790328,364.250374,5.9876780000000736,10.977409000000023,65.72919036630294,0.5454545785804338,False,False
00067cfb-5443fe39,clear,city street,daytime,traffic light,604.755412,351.277072,612.738983,362.25448,7.9835709999999835,10.977408000000025,87.63891616396802,0.7272728680577387,False,False
00067cfb-5443fe39,clear,city street,daytime,traffic light,522.923823,345.289394,529.909445,356.266804,6.985622000000035,10.977409999999963,76.68403679902013,0.6363634044824834,False,False
00067cfb-5443fe39,clear,city street,daytime,person,912.122852,350.279126,949.046862,436.1025,36.92401000000007,85.823374,3168.943119809746,0.4302325611202382,False,False
00067cfb-5443fe39,clear,city street,daytime,car,106.780245,411.153844,165.659073,447.07991,58.87882800000001,35.92606599999999,2115.284660730648,1.6388888223943034,True,False
00067cfb-5443fe39,clear,city street,daytime,car,169.650858,412.151792,216.55433,434.106609,46.903471999999994,21.95481699999999,1029.7571444246234,2.1363636053081203,True,False
00067cfb-5443fe39,clear,city street,daytime,car,238.509149,408.160007,298.385923,439.096339,59.87677399999998,30.936331999999993,1852.367759552967,1.9354839481293387,True,False
00067cfb-5adfaaa7,clear,highway,night,traffic sign,715.553541,290.063314,743.727461,305.430907,28.173919999999953,15.367593,432.96533577455926,1.8333333007973307,False,False
00067cfb-5adfaaa7,clear,highway,night,traffic sign,592.612798,284.940784,620.786718,299.027744,28.173919999999953,14.086959999999976,396.88488408319864,2.0,False,False
00067cfb-5adfaaa7,clear,highway,night,traffic sign,700.185948,299.027744,757.81442,327.201663,57.62847199999999,28.173919000000012,1623.6199022217684,2.045454592241852,False,False
00067cfb-5adfaaa7,clear,highway,night,traffic sign,633.593046,288.782682,704.027846,332.324195,70.4348,43.54151299999995,3066.8377598523966,1.6176470486912127,False,False
00067cfb-5adfaaa7,clear,highway,night,traffic sign,579.806471,296.466478,631.03178,314.395336,51.22530900000004,17.92885799999999,918.4112910671222,2.857142881046861,False,False
00067cfb-5adfaaa7,clear,highway,night,traffic sign,531.142427,293.905213,579.806471,327.201665,48.66404399999999,33.29645199999999,1620.340005171887,1.4615384245744865,False,False
00067cfb-5adfaaa7,clear,highway,night,traffic sign,469.672057,283.66015,502.968508,327.201663,33.29645099999999,43.54151300000001,1449.777854070363,0.7647058796509892,False,False
00067cfb-5adfaaa7,clear,highway,night,car,492.083128,385.470453,544.589071,432.853864,52.505943,47.38341099999997,2487.910677111571,1.1081081309237117,True,False
00067cfb-5adfaaa7,clear,highway,night,car,680.33614,380.347922,716.193857,416.20564,35.85771699999998,35.857718000000034,1285.7759043098065,0.9999999721119995,True,False
00067cfb-5adfaaa7,clear,highway,night,car,709.790693,377.786657,795.593087,441.818293,85.80239399999994,64.03163599999999,5494.067660536579,1.3400000274864123,True,False
00067cfb-5adfaaa7,clear,highway,night,truck,739.245246,312.474387,821.205741,413.644374,81.96049500000004,101.16998700000005,8291.942213663573,0.8101265743960212,True,False
00067cfb-5adfaaa7,clear,highway,night,car,801.99625,376.506024,854.502192,432.853864,52.505942000000005,56.34783999999996,2958.5964188652783,0.9318181850448933,True,False
00067cfb-5adfaaa7,clear,highway,night,car,824.407323,343.209573,1080.53387,481.517908,256.12654699999996,138.308335,35424.43626486924,1.8518518569397857,False,False
00067cfb-5adfaaa7,clear,highway,night,car,1075.41134,343.209573,1280.0,458.466519,204.5886599999999,115.25694600000003,23580.264137832353,1.7750657734762454,False,True
00067cfb-5adfaaa7,clear,highway,night,car,503.637939,363.019361,737.99373,556.394904,234.355791,193.375543,45318.67833981951,1.2119205322671027,False,False
00067cfb-caba8a02,clear,highway,daytime,traffic light,610.605671,298.64355,619.570103,329.378736,8.964431999999988,30.735186,275.5234849043516,0.29166675614066523,False,False
00067cfb-caba8a02,clear,highway,daytime,traffic light,665.67288,331.94,674.637309,356.272023,8.964428999999996,24.332022999999992,218.12269260986682,0.3684210310009981,False,False
00067cfb-caba8a02,clear,highway,daytime,traffic light,121.403968,334.501266,132.929663,357.552656,11.525694999999999,23.051390000000026,265.68329046605027,0.4999999999999994,False,False
00067cfb-caba8a02,clear,highway,daytime,traffic light,605.48314,340.90443,617.008835,353.710758,11.525694999999928,12.806328000000008,147.60183059795918,0.8999999843827147,False,False
00067cfb-caba8a02,clear,highway,daytime,traffic light,618.289469,342.185063,629.815164,353.710758,11.525694999999928,11.525694999999985,132.841645233024,0.9999999999999951,False,False
00067cfb-caba8a02,clear,highway,daytime,bus,462.052275,351.149492,518.400116,411.339231,56.34784100000002,60.189738999999975,3391.561843003499,0.936170216654371,True,False
00067cfb-caba8a02,clear,highway,daytime,car,77.862455,403.655434,162.384215,433.109987,84.52176000000001,29.454552999999976,2489.5506595732786,2.8695651908212656,True,False
00067cfb-caba8a02,clear,highway,daytime,car,1.024491,404.936068,74.020556,440.793785,72.996065,35.85771700000004,2617.472240883608,2.0357142369102843,True,True
00067cfb-caba8a02,clear,highway,daytime,car,189.277503,306.327346,495.348725,580.382752,306.07122200000003,274.055406,83880.47301012614,1.1168224209377575,False,False
00067cfb-caba8a02,clear,highway,daytime,traffic sign,560.660996,361.394554,572.186691,376.762147,11.525695000000042,15.367593,177.12218980213564,0.7500000162680025,False,False
00067cfb-caba8a02,clear,highway,daytime,traffic sign,673.356675,315.291776,697.688698,343.465697,24.33202300000005,28.17392099999995,685.5284937721832,0.8636363749298542,False,False
00067cfb-caba8a02,clear,highway,daytime,traffic sign,673.356675,301.204815,720.740089,338.343166,47.383414000000016,37.138351,1759.7418607103145,1.2758620866069152,True,False
00067cfb-caba8a02,clear,highway,daytime,traffic sign,728.423885,294.801652,748.914009,342.185063,20.490123999999923,47.383411000000024,970.8919669329608,0.4324324392771114,False,False
00067cfb-caba8a02,clear,highway,daytime,traffic sign,1007.60182,233.33128,1031.933843,266.627733,24.33202300000005,33.296452999999985,810.1700602144202,0.7307692203731149,False,False
00067cfb-caba8a02,clear,highway,daytime,traffic sign,1092.123581,188.509135,1154.874586,249.979506,62.75100499999985,61.470371,3857.3275579728456,1.0208333540072476,False,False
00067cfb-e535423e,undefined,city street,dawn/dusk,traffic sign,548.7505,93.969783,597.203668,160.042286,48.453168000000005,66.07250299999998,3201.4220880395037,0.7333333202164298,False,False
00067cfb-e535423e,undefined,city street,dawn/dusk,traffic sign,498.829052,255.480346,557.560166,278.972792,58.73111399999999,23.49244600000003,1379.7375241648456,2.499999957433122,False,False
00067cfb-e535423e,undefined,city street,dawn/dusk,traffic sign,522.321498,278.972793,553.155334,305.401794,30.83383600000002,26.42900099999997,814.9074824778356,1.166666723422503,False,False
00067cfb-e535423e,undefined,city street,dawn/dusk,traffic sign,514.980108,312.743185,553.155334,346.513574,38.175226000000066,33.77038900000002,1289.192232182917,1.1304348907559234,False,False
00067cfb-e535423e,undefined,city street,dawn/dusk,traffic sign,1248.03619,345.674556,1264.187247,354.484222,16.151057000000037,8.809665999999993,142.2854177169622,1.833333636031156,False,False
00067cfb-e535423e,undefined,city street,dawn/dusk,truck,0.839016,310.855412,410.488537,532.565368,409.649521,221.70995600000003,90823.37727633108,1.847682117622178,True,True
00067cfb-e535423e,undefined,city street,dawn/dusk,bus,0.839016,315.260243,34.609406,437.127306,33.77039,121.86706299999997,4115.498245664569,0.27710842592473084,True,True
00067cfb-e535423e,undefined,city street,dawn/dusk,person,199.056526,335.816133,316.518755,604.510982,117.46222900000001,268.69484900000003,31561.495884358428,0.43715846968097255,False,False
00067cfb-e535423e,undefined,city street,dawn/dusk,person,727.531679,390.56191,745.151014,444.888191,17.619334999999978,54.326280999999994,957.1929442431338,0.3243243357666979,True,False
00067cfb-e535423e,undefined,city street,dawn/dusk,person,862.61324,384.688798,877.296017,433.141967,14.682776999999987,48.453169,711.4270753703124,0.30303027238527963,True,False
00067cfb-e535423e,undefined,city street,dawn/dusk,person,884.637407,383.22052,896.383632,419.927465,11.746224999999981,36.70694499999996,431.1680350326239,0.32000007083128257,True,False
00067cfb-e535423e,undefined,city street,dawn/dusk,person,872.891186,384.688798,890.510521,434.610245,17.619335000000092,49.921447,879.5826983777496,0.3529411917887735,True,False
00067cfb-e535423e,undefined,city street,dawn/dusk,person,852.335296,389.093632,868.486352,434.610248,16.15105600000004,45.516616,735.1414139464978,0.3548386813290347,True,False
00067cfb-e535423e,undefined,city street,dawn/dusk,person,790.667626,381.752242,817.096628,453.697858,26.42900199999997,71.94561599999997,1901.450829155229,0.3673469416121196,False,False
00067cfb-e535423e,undefined,city street,dawn/dusk,person,731.936512,397.903299,792.135904,543.262806,60.19939199999999,145.35950699999995,8750.553942819739,0.414141415600701,False,False
00067cfb-e535423e,undefined,city street,dawn/dusk,person,883.169131,384.688798,903.725022,455.166134,20.555890999999974,70.47733599999998,1448.7244367863739,0.2916666855852778,False,False
00067cfb-e535423e,undefined,city street,dawn/dusk,car,1050.405971,381.752242,1066.557026,397.903299,16.151055000000042,16.15105699999998,260.8566099151354,0.9999998761690991,True,False
00067cfb-e535423e,undefined,city street,dawn/dusk,car,1053.342525,383.22052,1070.96186,399.371575,17.619334999999865,16.151054999999985,284.57084864842255,1.090909231626038,True,False
00067cfb-e535423e,undefined,city street,dawn/dusk,car,1065.088748,384.688798,1084.176362,406.712964,19.08761400000003,22.02416599999998,420.3887792799243,0.8666668240695266,True,False
00067cfb-e535423e,undefined,city street,dawn/dusk,car,1075.366693,387.625354,1095.922583,414.054357,20.55589000000009,26.429002999999966,543.2716784776717,0.7777777315322911,True,False
00067cfb-e535423e,undefined,city street,dawn/dusk,car,1078.303249,390.56191,1107.668806,427.268855,29.365556999999853,36.70694499999996,1077.9198856933585,0.8000000272427978,True,False
00067cfb-e535423e,undefined,city street,dawn/dusk,car,1001.952799,384.688798,1054.810802,408.181244,52.85800299999994,23.492445999999973,1241.763781145335,2.2499999787165628,True,False
00067cfb-e535423e,undefined,city street,dawn/dusk,car,999.016245,392.030188,1056.27908,419.927466,57.262834999999995,27.89727799999997,1597.4772270631283,2.0526316223396437,True,False
00067cfb-e535423e,undefined,city street,dawn/dusk,car,1142.907475,387.625354,1176.677867,409.649522,33.77039200000013,22.024167999999975,743.764786833858,1.533333381764985,True,False
00067cfb-e535423e,undefined,city street,dawn/dusk,car,1151.71714,393.498466,1175.209586,416.990912,23.492445999999973,23.492445999999973,551.8950190629147,1.0,True,False
00067cfb-e535423e,undefined,city street,dawn/dusk,car,1163.463365,390.56191,1201.638589,425.80058,38.175223999999844,35.23867000000001,1345.244120712075,1.0833332813071501,True,False
00067cfb-e535423e,undefined,city street,dawn/dusk,car,1175.209587,396.435021,1208.979977,428.737134,33.77038999999991,32.30211300000002,1090.8549538340676,1.045454518718323,True,False
00067cfb-e535423e,undefined,city street,dawn/dusk,car,1195.765478,390.56191,1245.686925,437.546801,49.921446999999944,46.984891000000005,2345.5537458572744,1.062500006651073,True,False
00067cfb-e535423e,undefined,city street,dawn/dusk,car,1208.979979,397.903299,1253.028315,440.483355,44.04833600000006,42.58005600000001,1875.5806135868193,1.034482810450039,True,False
00067cfb-e535423e,undefined,city street,dawn/dusk,car,1236.877258,396.435021,1279.457316,455.166136,42.58005800000001,58.73111499999999,2500.77428310467,0.7249999936149691,False,True
00067cfb-e535423e,undefined,city street,dawn/dusk,car,1096.803571,387.415607,1162.876075,438.805333,66.07250399999998,51.389725999999996,3395.447876693903,1.2857142690350205,False,False
00067cfb-e535423e,undefined,city street,dawn/dusk,car,963.190285,412.376332,1060.096623,479.917113,96.90633799999989,67.54078099999998,6545.129752369969,1.4347826093393845,False,False
00067cfb-e535423e,undefined,city street,dawn/dusk,traffic light,556.477319,312.323677,590.24771,349.030625,33.77039100000002,36.70694800000001,1239.607986376669,0.9199999683983535,False,False
00067cfb-f1b91e3c,clear,city street,daytime,car,790.821574,383.168967,900.997955,419.894428,110.17638099999999,36.725460999999996,4046.2783835366404,2.999999945541868,False,False
00067cfb-f1b91e3c,clear,city street,daytime,car,998.932514,382.250829,1079.728526,414.997698,80.79601200000013,32.746869000000004,2645.8164206864326,2.467289681954025,False,False
00067cfb-f1b91e3c,clear,city street,daytime,car,374.599692,398.838519,430.912065,438.012343,56.31237299999998,39.17382399999997,2205.9709889243495,1.4375000255272508,False,False
00067cfb-f1b91e3c,clear,city street,daytime,car,515.380623,396.390156,538.640081,417.20125,23.259457999999995,20.811094000000026,484.0547668270525,1.1176470588235279,False,False
00067cfb-f1b91e3c,clear,city street,daytime,car,558.226993,397.614338,577.813906,415.977066,19.58691299999998,18.362728000000004,359.66915577866376,1.0666668373021686,False,False
00067cfb-f1b91e3c,clear,city street,daytime,car,587.607361,392.71761,605.97009,411.080339,18.36272900000006,18.362729,337.1898163274421,1.000000000000003,False,False
00067cfb-f1b91e3c,clear,city street,daytime,car,142.005111,385.703785,272.992585,474.737804,130.98747400000002,89.034019,11662.341248878009,1.4712070225651614,False,False
00067cfb-f1b91e3c,clear,city street,daytime,car,0.168321,378.761911,134.828341,471.799744,134.66002,93.03783299999998,12528.476452536657,1.4473684054958593,False,True
00067cfb-f1b91e3c,clear,city street,daytime,car,339.098414,397.614338,380.720603,435.563977,41.62218899999999,37.94963900000005,1579.5470469397726,1.0967743066014393,True,False
00067cfb-f1b91e3c,clear,city street,daytime,car,293.80368,400.062701,357.461143,436.788159,63.65746300000001,36.725458,2337.8494837930543,1.7333334004983683,True,False
00067cfb-f1b91e3c,clear,city street,daytime,car,249.733129,403.735247,320.735685,445.357436,71.002556,41.62218899999999,2955.281805315083,1.7058823119562503,True,False
00067cfb-f1b91e3c,clear,city street,daytime,car,450.988661,396.390156,475.472303,423.32216,24.48364200000003,26.932004000000006,659.393544278569,0.9090909833520011,True,False
00067cfb-f1b91e3c,clear,city street,daytime,car,898.549589,383.475011,937.670807,401.858917,39.121218,18.383906000000025,719.2007943175089,2.128014470918201,True,False
00067cfb-f1b91e3c,clear,city street,daytime,car,770.010479,389.595923,809.490349,404.286108,39.479870000000005,14.690184999999985,579.9665940759495,2.687499851091055,True,False
00067cfb-f1b91e3c,clear,city street,daytime,car,508.035531,400.61356,514.156441,415.303743,6.120909999999981,14.69018299999999,89.91728802652966,0.4166666950302787,True,False
00067cfb-f1b91e3c,clear,city street,daytime,traffic sign,474.574563,381.53673,491.713109,392.554367,17.138545999999963,11.017637000000036,188.8262785358022,1.5555555152161853,False,False
00067cfb-f1b91e3c,clear,city street,daytime,traffic sign,494.161475,383.985094,503.95493,392.554369,9.793454999999994,8.569275000000005,83.922809095125,1.1428568927943132,False,False
00067cfb-f1b91e3c,clear,city street,daytime,traffic sign,492.937293,370.519091,505.179112,375.41582,12.241818999999964,4.8967289999999934,59.94487011005074,2.499999285237141,False,False
00067cfb-f1b91e3c,clear,city street,daytime,traffic sign,639.267856,373.37551,646.612949,384.393147,7.345092999999906,11.01763699999998,80.92556840523982,0.666666817939266,False,False
